WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000491787,ecology,EN,"Open lands, limestone hills, mixed deciduous forest; altitude: 200–1,300 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000491787,Forest Herbarium,All rights reserved,"Acalypha brachystachya. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 24. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03125,8,1
wfo-0000912095,ecology,EN,"In marshy ground, evergreen forest; altitude: ca 30 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000912095,Forest Herbarium,All rights reserved,"Acalypha delpyana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 25. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03126,8,1
wfo-0000950668,ecology,EN,"Cultivated as ornamental, only pistillate plants known.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000950668,Forest Herbarium,All rights reserved,"Acalypha hispida. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 26. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03127,8,1
wfo-0000953231,ecology,EN,"Weeds in cultivation, along roadsides; altitude: 0–300 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000953231,Forest Herbarium,All rights reserved,"Acalypha indica. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 26. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03128,8,1
wfo-0000958157,ecology,EN,"In open areas, along streams, waste ground, mixed deciduous and dry evergreen forest; altitude: 200–1,500 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000958157,Forest Herbarium,All rights reserved,"Acalypha kerrii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 27. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03129,8,1
wfo-0000959997,ecology,EN,"Weeds in cultivations, along roadsides; altitude: 0–500 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000959997,Forest Herbarium,All rights reserved,"Acalypha lanceolata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 29. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03130,8,1
wfo-0000968118,ecology,EN,"In open areas, along streams and waterfalls, on limestone hills, in mixed deciduous and dry evergreen forest; altitude: 200–1,000 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000968118,Forest Herbarium,All rights reserved,"Acalypha mairei. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 29. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03131,8,1
wfo-0000218686,ecology,EN,"Along streams, on limestone hills, in dry evergreen forest; altitude: 20–300 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000218686,Forest Herbarium,All rights reserved,"Acalypha pleiogyne. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 30. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03132,8,1
wfo-0000236547,ecology,EN,"Dry evergreen forest, on limestone hills; altitude: 100–600 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000236547,Forest Herbarium,All rights reserved,"Acalypha siamensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 32. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03133,8,1
wfo-0000254905,ecology,EN,Cultivated as ornamental.,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000254905,Forest Herbarium,All rights reserved,"Acalypha wilkesiana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 32. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03134,8,1
wfo-0000577653,ecology,EN,"In evergreen forest, montane forest, on rocky limestone hills; altitude: to 1,200 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000577653,Forest Herbarium,All rights reserved,"Actephila excelsa. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 35. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03137,8,1
wfo-0000589140,ecology,EN,"In moist evergreen forest, along streams, in limestone hills; altitude: 50–200 m. Fruiting: August to October.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000589140,Forest Herbarium,All rights reserved,"Actephila javanica. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 38. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03138,8,1
wfo-0000601960,ecology,EN,"Moist evergreen forest, common on limestone hills; altitude: 100–200 m. Flowering: February to May; fruiting: May to July.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000601960,Forest Herbarium,All rights reserved,"Actephila ovalis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 38. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03139,8,1
wfo-0000925540,ecology,EN,"Primary and secondary forest, wet evergreen forest, dipterocarp forest, montane (mossy) forest, swamp forest, in logged-over forest, along forest paths and rivers, in open places; common in undergrowth and in open areas; soil: red, brown or yellow sandy clay, limestone, acidic sand; altitude: 50–2,000 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000925540,Forest Herbarium,All rights reserved,"Agrostistachys borneensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 41. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03141,8,1
wfo-0000925579,ecology,EN,"Primary and secondary forest, evergreen dipterocarp forest, bamboo forest, swamp forest, logged-over forest; along streams, in shade of taller trees or in full sun; soil: limestone; altitude: sea level up to 400 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000925579,Forest Herbarium,All rights reserved,"Agrostistachys gaudichaudii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 42. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03142,8,1
wfo-0000925599,ecology,EN,"Primary and secondary evergreen forest; in undergrowth, along (dry) streams, on low hills and ridges, locally common; soil: clay, sand, rocky and boulder rich; altitude: sea level up to 400 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000925599,Forest Herbarium,All rights reserved,"Agrostistachys indica. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 43. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03143,8,1
wfo-0000939798,ecology,EN,"In evergreen or deciduous forest, in shade along stream; altitude: up to 800 m. Flowering: December to March.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000939798,Forest Herbarium,All rights reserved,"Alchornea rugosa. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 44. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03145,8,1
wfo-0000940007,ecology,EN,"In shady evergreen forest, sometimes near streams; altitude: 500–1,300 m. Flowering: nearly all year.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000940007,Forest Herbarium,All rights reserved,"Alchornea tiliifolia. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 47. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03148,8,1
wfo-0000940018,ecology,EN,"In hill evergreen forest, sometimes along streams; altitude: 650–1,300 m (mostly over 1,000 m). Flowering: November to March.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000940018,Forest Herbarium,All rights reserved,"Alchornea trewioides. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 47. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03149,8,1
wfo-0000940858,ecology,EN,"Wild and cultivated on a variety of substrates and in many different kinds of vegetation, including plantations. Young plants are pioneers in the Australian vineforest; altitude: 0–1,000 m.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000940858,Forest Herbarium,All rights reserved,"Aleurites moluccana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 49. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03151,8,1
