WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000557404,use,EN,"In Malesia the leaves are used as a paste against itches, eaten against syphilis, and a decoction is drunk after childbirth. In Jana the leaves are used against mumps, rheumatism, pimples, and piles; a decoction of the flowers is also used against cough and thrush. The fruits are eaten fresh or pickled, but are more acid than those of the preceding species. The juice is generally used against fever, scurvy, beri-beri, biliousness, coughs, and piles; it also removes stains from laundry, hands, and weapons.",J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000557404,Forest Herbarium,All rights reserved,"Averrhoa bilimbi. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 22. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00040,2,1
wfo-0000557405,use,EN,"The fruits are eaten fresh or pickled. Leaves and fruits are said to be good against fevers, aptha, angina, chicken-pox, ringworm, headaches, scurvy, dysentery, piles, and affections of skin and eyes; they excite the appetite, but may cause vomiting. It is antiphlogistic and a sialogogue. The fruit removes stains from laundry, hands, and weapons.",J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000557405,Forest Herbarium,All rights reserved,"Averrhoa carambola. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 21. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00039,2,1
wfo-0000565432,use,EN,Locally used for children’s diseases.,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000565432,Forest Herbarium,All rights reserved,"Biophytum adiantoides. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 20. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00037,2,1
wfo-0000572742,use,EN,"Wood for temporary construction, fire-wood, and charcoal.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572742,Forest Herbarium,All rights reserved,"Bruguiera cylindrica. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 9. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00015,2,1
wfo-0000572750,use,EN,"Wood for temporary construction, fire-wood, and charcoal.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572750,Forest Herbarium,All rights reserved,"Bruguiera hainesii. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 10. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00016,2,1
wfo-0000572758,use,EN,"Wood for temporary construction, lire-wood, and charcoal.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572758,Forest Herbarium,All rights reserved,"Bruguiera parviflora. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 9. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00014,2,1
wfo-0000572763,use,EN,"Wood for temporary construction, fire-wood, and charcoal.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572763,Forest Herbarium,All rights reserved,"Bruguiera sexangula. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 8. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00013,2,1
wfo-0000586012,use,EN,Wood for construction.,Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000586012,Forest Herbarium,All rights reserved,"Carallia brachiata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 13. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00023,2,1
wfo-0000597945,use,EN,"Wood for temporary construction. fire-wood, and charcoal. Bark yields best tannin.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000597945,Forest Herbarium,All rights reserved,"Ceriops tagal. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 11. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00018,2,1
wfo-0000830291,use,EN,Fruit edible.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830291,Forest Herbarium,All rights reserved,"Chrysobalanus icaco. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 71. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00138,2,1
wfo-0001015046,use,EN,Often cultivated in European and American gardens.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001015046,Forest Herbarium,All rights reserved,"Cotoneaster franchetii. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 36. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00055,2,1
wfo-0000986002,use,EN,Fruit edible.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000986002,Forest Herbarium,All rights reserved,"Eriobotrya japonica. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 42. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00073,2,1
wfo-0001131563,use,EN,"Wood for temporary construction. fire-wood, and charcoal.",Ding Hou,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001131563,Forest Herbarium,All rights reserved,"Kandelia candel. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 12. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00021,2,1
wfo-0000816420,use,EN,Fruit edible.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000816420,Forest Herbarium,All rights reserved,"Maranthes corymbosa. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 74. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00146,2,1
wfo-0000387203,use,EN,"The juice is used against inflammations of the skin, eyes, and mouth. The plant is used against scurvy, fevers, and dysentery (Burkill, Dict.: 1615. 1935).",J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000387203,Forest Herbarium,All rights reserved,"Oxalis corniculata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 17. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00031,2,1
wfo-0000817702,use,EN,"The wood is hard but is not resistant to insect attack, The pulp of the fruit and the seeds are edible. Seed oil used in the production of lacquer wares.",J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000817702,Forest Herbarium,All rights reserved,"Parinari anamensis. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 73. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00144,2,1
