WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000260807,ecology,EN,"Terrestrial in evergreen forest; 400–1,300 m alt. Flowering: April–May.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000260807,Forest Herbarium,All rights reserved,"Acanthephippium gougahense . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 310. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05707,12,2
wfo-0000262136,ecology,EN,"Terrestrial in evergreen forest over granite; 800–1,400 m alt. Flowering: April–July.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000262136,Forest Herbarium,All rights reserved,"Acanthephippium striatum . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 310. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05708,12,2
wfo-0000262239,ecology,EN,Terrestrial near streams and in bog areas; 100–700 m alt. Flowering: March–April.,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000262239,Forest Herbarium,All rights reserved,"Acanthephippium sylhetense . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 312. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05709,12,2
wfo-0000406722,ecology,EN,"In deciduous forest, dry evergreen forest and rubber plantations; 0–1,150 m alt. Flowering: mainly January–March, but also reported in July.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000406722,Forest Herbarium,All rights reserved,"Acriopsis indica . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 314. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05711,12,2
wfo-0000410535,ecology,EN,"In tropical rain forest, seasonal and hill evergreen forest, freshwater swamp forest, bamboo thickets, rubber plantations and orchards; 0–1,700 m alt. Flowering: mainly January–July, but also recorded in September and November.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000410535,Forest Herbarium,All rights reserved,"Acriopsis liliifolia . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 315. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05712,12,2
wfo-0000414856,ecology,EN,"In Songkhla reported to grow on dipterocarps in coastal heath forest; habitat in Narathiwat unknown. Flowering: recorded in January, March and May.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000414856,Forest Herbarium,All rights reserved,"Acriopsis ridleyi . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 317. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05713,12,2
wfo-0000219340,ecology,EN,"Terrestrial or occasionally lithophytic in open, grassy evergreen or deciduous forest with Dipterocarpaceae, Lauraceae, Ericaceae, Fagaceae and <i>Pinus,</i> also in boggy places or montane grassland, sometimes found in areas of mild disturbance; 650–2,200 m alt. Collector’s labels indicate granite and sandstone as bedrock. Flowering: (September–)October–November(–January).",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000219340,Forest Herbarium,All rights reserved,"Anthogonium gracile . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 318. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05715,12,2
wfo-0000243466,ecology,EN,"In shaded, humus-rich areas in hill evergreen forest, less often in seasonal evergreen forest; 700–1,800 m alt. Flowering: August–January.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000243466,Forest Herbarium,All rights reserved,"Aphyllorchis caudata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 320. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05717,12,2
wfo-0000243488,ecology,EN,"This species was collected in evergreen forest in Nakhon Ratchasima (altitude unrecorded) and on a steep dry ridge with <i>Schima, Lithocarpus</i> and <i>Castanopsis</i> in  Phrae; 1,100–1,200 m alt.; Flowering: January.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000243488,Forest Herbarium,All rights reserved,"Aphyllorchis evrardii . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 321. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05718,12,2
wfo-0000243561,ecology,EN,"Shaded to fairly open areas in tropical rain forest, hill evergreen forest, seasonal evergreen forest, moist upper deciduous forest, dry deciduous dipterocarp forest and  pine forest; 50–1,300 m alt. Flowering: mainly July–November, but also recorded in March.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000243561,Forest Herbarium,All rights reserved,"Aphyllorchis montana . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 324. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05719,12,2
