WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000276216,ecology,EN,"In evergreen forest, at low (ca 50 m) altitude.",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000276216,Forest Herbarium,All rights reserved,"Aromadendron elegans. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 259. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00438,2,3
wfo-0000795581,ecology,EN,"In evergreen forest, alt. 100–700 m. Flowering July–August; fruiting August–October.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795581,Forest Herbarium,All rights reserved,"Gnetum cuspidatum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 208. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00375,2,3
wfo-0000795591,ecology,EN,"In evergreen forest, alt. 50–200 m; frequent in secondary vegetation and along streams. Flowering January–February; fruiting February–March.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795591,Forest Herbarium,All rights reserved,"Gnetum gnemon. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00369,2,3
wfo-0000802332,ecology,EN,"Found only under cultivation; its natural habitat is in the evergreen forest, from sea level up to 1000 m alt. Flowering January–February; fruiting February–March.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000802332,Forest Herbarium,All rights reserved,"Gnetum gnemon gnemon. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00370,2,3
wfo-0001380870,ecology,EN,"In evergreen forest, alt. 50–200 m; frequent in secondary vegetation and along streams. Flowering January–February; fruiting February–March.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001380870,Forest Herbarium,All rights reserved,"Gnetum gnemon tenerum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 206. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00371,2,3
wfo-0000795615,ecology,EN,"In evergreen forest, alt. from sea level up to 300 m.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795615,Forest Herbarium,All rights reserved,"Gnetum latifolium funiculare. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 210. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00379,2,3
wfo-0000795623,ecology,EN,In dry evergreen forest and limestone area; alt. up to 1500 m. Flowering in April.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795623,Forest Herbarium,All rights reserved,"Gnetum leptostachyum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 209. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00376,2,3
wfo-0000795633,ecology,EN,"Mostly by streams in evergreen forest, alt. 200–900 m. Flowering January–February; fruiting February–March.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795633,Forest Herbarium,All rights reserved,"Gnetum macrostachyum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 207. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00373,2,3
wfo-0000795635,ecology,EN,"In evergreen forest, alt. 50–200 m. Also reported to occur in savannas or open ground. Flowering January–February; fruiting February–March.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795635,Forest Herbarium,All rights reserved,"Gnetum microcarpum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 208. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00374,2,3
wfo-0000795644,ecology,EN,From low altitudes up to montane forests; alt. 50–1800 m. Flowering February–April; fruiting March–June.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795644,Forest Herbarium,All rights reserved,"Gnetum montanum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 209. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00377,2,3
wfo-0000795677,ecology,EN,"In evergreen forest, alt. 20–50 m. Fruiting August–September. Flowering period not recorded.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795677,Forest Herbarium,All rights reserved,"Gnetum tenuifolium. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 207. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00372,2,3
wfo-0000707440,ecology,EN,"On open soil at low altitudes, e.g. in dry rice-fields, and open savannas.",K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000707440,Forest Herbarium,All rights reserved,"Goodenia konigsbergeri. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 278. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00467,2,3
wfo-0000658626,ecology,EN,"Tropical evergreen forests at altitudes of 400 to 1,500 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000658626,Forest Herbarium,All rights reserved,"Heterosmilax indica. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 248. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00423,2,3
wfo-0000658703,ecology,EN,Tropical evergreen forests.,T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000658703,Forest Herbarium,All rights reserved,"Heterosmilax pertenuis. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 250. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00424,2,3
wfo-0000658714,ecology,EN,Liane in tropical evergreen forests up to 500 m above sea level.,T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000658714,Forest Herbarium,All rights reserved,"Heterosmilax polyandra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 247. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00422,2,3
wfo-0000221103,ecology,EN,"Scattered in tropical evergreen forest at low altitude (600 m), often by streams.",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000221103,Forest Herbarium,All rights reserved,"Kmeria duperreana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 260. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00440,2,3
wfo-0000233074,ecology,EN,In tropical evergreen forest at 100–1400 m altitude.,H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000233074,Forest Herbarium,All rights reserved,"Magnolia craibiana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 255. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00431,2,3
wfo-0000233195,ecology,EN,In tropical evergreen forest at low altitudes (600–1500 m).,H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000233195,Forest Herbarium,All rights reserved,"Magnolia henryi. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 253. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00429,2,3
wfo-0000235341,ecology,EN,"In lower montane forest, on bamboo covered hill or near crest of ridge at medium altitudes (1320–1850 m).",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000235341,Forest Herbarium,All rights reserved,"Manglietia garretii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 252. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00427,2,3
wfo-0000242718,ecology,EN,In tropical evergreen forest or at the edge of forest at low altitudes (200–1000 m).,H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000242718,Forest Herbarium,All rights reserved,"Michelia champaca. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 264. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00445,2,3
wfo-0000242748,ecology,EN,"In or along the edge of lower montane forest, in open savanna or mossy forest at medium altitudes (1100–2200 m).",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000242748,Forest Herbarium,All rights reserved,"Michelia floribunda. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 264. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00446,2,3
wfo-0000242834,ecology,EN,"In lower montane forest, or found at the edge of hill slope, at medium altitudes (1000–1300 m).",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000242834,Forest Herbarium,All rights reserved,"Michelia rajaniana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 262. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00444,2,3
wfo-0000264476,ecology,EN,"Scattered in moist deciduous and dry-everygreen forests, common by streams at low to medium (600–1200 m) altitudes.",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000264476,Forest Herbarium,All rights reserved,"Paramichelia baillonii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 266. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00449,2,3
wfo-0000485224,ecology,EN,"Scattered in evergreen forest, alt. 700–1200 m. Flowering in January to May; seeds ripening in March to September.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000485224,Forest Herbarium,All rights reserved,"Podocarpus imbricatus. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 201. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00364,2,3
wfo-0000475869,ecology,EN,"In the lowland tropical evergreen forests or in swamp forests, usually at low altitudes.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000475869,Forest Herbarium,All rights reserved,"Podocarpus motleyi. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 202. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00365,2,3
wfo-0000485162,ecology,EN,"Frequent in evergreen forest, alt. 600–1300 m. Flowering: January–March; fruiting: March up to June.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000485162,Forest Herbarium,All rights reserved,"Podocarpus neriifolius. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 199. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00361,2,3
wfo-0000475878,ecology,EN,"In hill evergreen forest, alt. ca 1000 m.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000475878,Forest Herbarium,All rights reserved,"Podocarpus pilgeri. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 201. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00363,2,3
wfo-0000485181,ecology,EN,In Thailand it is infrequently found in evergreen forest by streams on sandstone hills of about 800 m. alt. This species often occurs elsewhere at low elevations on granitic rocks along the seashores or along rivers and even in the mangrove swamps.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000485181,Forest Herbarium,All rights reserved,"Podocarpus polystachyus. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 200. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00362,2,3
wfo-0000486916,ecology,EN,"In evergreen forest, from sea level up to 2000 m elevation.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000486916,Forest Herbarium,All rights reserved,"Podocarpus wallichianus. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 203. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00366,2,3
wfo-0000484425,ecology,EN,"Waysides, deforested and ruderal places, sandy shores, even on exposed rocks, up to 1800 m. Fl. fr. Jan.–Dee.",R. Geesink,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000484425,Forest Herbarium,All rights reserved,"Portulaca oleracea. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 269. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00453,2,3
wfo-0000489351,ecology,EN,"Waysides, ruderal places, often between gravel or in sand, not on the sandy beach, below ca 300 m. Fl. fr. Jan.–Dec.",R. Geesink,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000489351,Forest Herbarium,All rights reserved,"Portulaca quadrifida. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 269. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00452,2,3
wfo-0001065157,ecology,EN,Sandy and rocky beaches.,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001065157,Forest Herbarium,All rights reserved,"Scaevola taccada. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 279. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00469,2,3
wfo-0000740812,ecology,EN,"Evergreen forests on subtropical mountains from 1,000 to 3,000 m above sea level.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740812,Forest Herbarium,All rights reserved,"Smilax biumbellata. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 236. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00405,2,3
wfo-0000740748,ecology,EN,"In tropical evergreen forests 0 to 1,500 m above sea level. ",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740748,Forest Herbarium,All rights reserved,"Smilax blumei. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 230. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00399,2,3
wfo-0000739239,ecology,EN,"Tropical evergreen forest in lower montane regions up to 1,500 m alt.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739239,Forest Herbarium,All rights reserved,"Smilax bracteata verruculosa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 216. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00386,2,3
wfo-0000740563,ecology,EN,"Tropical evergreen forests at 300 to 1,200 m above sea level.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740563,Forest Herbarium,All rights reserved,"Smilax calophylla. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 239. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00413,2,3
wfo-0000740545,ecology,EN,"Scrub and open forests; in tropical Asia occurring only on high mountains over 1,000 m, but in China and Japan common in lowland in open forests Ind thickets in grasslands.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740545,Forest Herbarium,All rights reserved,"Smilax china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 233. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00402,2,3
wfo-0000740588,ecology,EN,"Climber in scrub forests of hilly areas at altitude of 100 to 1,300 m",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740588,Forest Herbarium,All rights reserved,"Smilax davidiana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 232. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00401,2,3
wfo-0000742694,ecology,EN,"Tropical evergreen forests at 300 to 1,400 m above sea level. In Thailand this warm-temperate element is found at altitudes from 600 to 1,300 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742694,Forest Herbarium,All rights reserved,"Smilax glabra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 240. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00414,2,3
wfo-0000742649,ecology,EN,"Tropical evergreen forests at an altitude of 1,000 to 1,600 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742649,Forest Herbarium,All rights reserved,"Smilax griffithii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 226. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00396,2,3
wfo-0000742357,ecology,EN,"Tropical rain forest at an altitude of 1,000–1,200 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742357,Forest Herbarium,All rights reserved,"Smilax inversa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 220. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00391,2,3
